name,city,state_region,country,address,phone,rating,review_count,latitude,longitude,keyword,scraped_date,website
Oregon Metal Roofing and Gutters,Eugene,Oregon,USA," 207 E 5th Ave Ste 234, Eugene, OR 97401", (541) 649-1507,4.9,,44.0617791,-123.0802974,metal roof repair near me,2026-06-23,https://www.oregonmetalroofingandgutters.com
R&H Roofing & Siding,Salem,Oregon,USA," 4608 Idaho Ave NE, Salem, OR 97305", (971) 718-8987,5,,44.9393081,-123.0432878,roof repair near me,2026-06-23,https://rhroofingsiding.com
Valley Roofing,Salem,Oregon,USA," 4910 Turner Rd SE, Salem, OR 97317", (503) 383-1406,4.9,,44.9393081,-123.0432878,roofing repair near me,2026-06-23,https://www.valleyroofing.org
Gresham Roofing and Construction,Gresham,Oregon,USA," 2525 SE 287th Ave, Troutdale, OR 97060", (503) 492-7663,4.8,,45.3071894,-122.3206519,roof repair near me,2026-06-23,https://www.greshamroofing.com
New Generation Roofing,Gresham,Oregon,USA," 122 NW 14th Pl, Gresham, OR 97030", (503) 519-6421,5,,45.3071894,-122.3206519,leaking roof repair near me,2026-06-23,https://www.newgeneration-roofing.com
The Roof Doctor,Philadelphia,Pennsylvania,USA," 2315 A Sansom St, Philadelphia, PA 19103", (215) 533-3333,4.7,,39.9520387,-75.3313669,roof repair near me,2026-06-23,https://www.roofdoctorphilly.com
Team Work Home Improvement llc,Philadelphia,Pennsylvania,USA," 604 Assunpink Blvd, Hamilton Township, NJ 08619", (609) 947-4076,5,,40.246279,-74.8814613,emergency roof repair near me,2026-06-23,https://www.google.com
Greenawalt Roofing Company,Philadelphia,Pennsylvania,USA," 1916 Old Cuthbert Rd #15, Cherry Hill Township, NJ 08034", (609) 245-6225,4.9,,39.9494304,-75.3114935,roof leak repair near me,2026-06-23,https://greenawaltroofing.com
P & G Roofing,Philadelphia,Pennsylvania,USA," 204 US-130, Burlington, NJ 08016", (609) 246-3102,4.7,,40.0114434,-75.1020177,commercial roof repair near me,2026-06-23,https://www.pgroofingnj.com
Simon Roofing,Philadelphia,Pennsylvania,USA," 3200 Ridge Pike, Eagleville, PA 19403", (610) 844-8213,5,106,40.156932,-75.5590033,metal roof repair near me,2026-06-23,https://simonroofing.com
Big Joe's Roofing,Philadelphia,Pennsylvania,USA," 7352 Melrose St, Philadelphia, PA 19136", (267) 310-7303,4.9,,40.0114434,-75.0835257,roof repair companies near me,2026-06-23,https://www.bigjoesroofing.com
MY Pittsburgh Roofing,Pittsburgh,Pennsylvania,USA," 4560 McKnight Rd, Pittsburgh, PA 15237", (412) 218-7082,5,,40.4400416,-79.9991514,roof repair near me,2026-06-23,http://my-pittsburghroofing.com
AA Roofing,Pittsburgh,Pennsylvania,USA," 149 Houston St, Pittsburgh, PA 15223", (724) 351-0488,5,,40.4127059,-79.9869486,roof leak repair near me,2026-06-23,https://www.aaroofingpgh.com
PITTSBURGH COMMERCIAL ROOFING,Pittsburgh,Pennsylvania,USA," 461 Cochran Rd #232, Pittsburgh, PA 15228", (412) 567-9100,4.7,,40.3831041,-80.2045984,commercial roof repair near me,2026-06-23,https://pittsburghcommercialroofing.com
Roofera,Allentown,Pennsylvania,USA," 277 E South St, Allentown, PA 18109", (484) 429-4411,5,,40.5780216,-75.5068118,roof repair near me,2026-06-23,https://roofera.com
ROOFX Roofing,Allentown,Pennsylvania,USA," 3416 Hamilton Blvd, Allentown, PA 18103", (484) 206-5123,5,,40.5780216,-75.5144944,commercial roof repair near me,2026-06-23,https://roofx.com
Stormtrooper Roofing,Allentown,Pennsylvania,USA," 40 S 5th St, Allentown, PA 18101", (215) 885-7663,5,,40.5731032,-75.5144944,metal roof repair near me,2026-06-23,http://215885roof.com
Angelo's Roofing Inc.,Erie,Pennsylvania,USA," 1504 Cherry St, Erie, PA 16502", (814) 490-8483,5,,46.423669,-129.9427085,roof repair near me,2026-06-23,https://angelosroof.com
Reading Roofing Company,Reading,Pennsylvania,USA," 1842 Kutztown Rd, Reading, PA 19604", (610) 939-9390,4.3,,40.3497881,-75.9445414,roof repair near me,2026-06-23,https://www.readingroofingpa.com
"The Helping Company, LLC",Reading,Pennsylvania,USA," 306 Kenhorst Blvd, Reading, PA 19607", (610) 234-2210,4.9,,40.3442505,-76.0762455,emergency roof repair near me,2026-06-23,https://thcexteriors.com
McDowell Roofing and Construction,Reading,Pennsylvania,USA," 116 E Walnut St, Reading, PA 19607", (484) 403-5112,5,,40.3442505,-76.0762455,commercial roof repair near me,2026-06-23,https://www.mcdowellroofingllc.com
Quality Roofing Express,Scranton,Pennsylvania,USA," 614 N Rebecca Ave, Scranton, PA 18504", (570) 614-3914,4.6,,41.2474939,-76.3914709,roof repair near me,2026-06-23,https://www.qualityroofingexpress.org
Erie Home Roofing,Scranton,Pennsylvania,USA," 2400 Stafford Ave Ste 400, Scranton, PA 18505", (272) 379-9113,4.8,,41.2474939,-76.3914709,roofing repair near me,2026-06-23,https://eriehome.com
BF Construction,Scranton,Pennsylvania,USA," 408 Electric St, Scranton, PA 18509", (570) 498-3764,4.9,,41.3497195,-75.614123,roof leak repair near me,2026-06-23,http://bfconstructionnepa.com
USA Home Improvement Solutions/USA Metal Roofs,Scranton,Pennsylvania,USA," 317 S Blakely St, Dunmore, PA 18512", (877) 872-3398,4.7,,41.2474939,-76.3914709,metal roof repair near me,2026-06-23,https://usametalroofs.net
Clean Care of New England,Providence,Rhode Island,USA," 850 Wellington Ave, Cranston, RI 02910", (401) 336-5275,4.8,,41.5573165,-71.4979145,roof repair near me,2026-06-23,https://www.cleancare.net
Trident Waterproofing,Providence,Rhode Island,USA," 2633 Main Rd, Tiverton, RI 02878", (401) 683-0551,4.8,,41.5573165,-71.4979145,roofing repair near me,2026-06-23,https://tridentwaterproofing.com
i-Con Construction Corp.,Providence,Rhode Island,USA," 1211 Grand Army of the Republic Hwy, Swansea, MA 02777", (508) 300-9339,4.9,,41.991306,-71.6835355,commercial roof repair near me,2026-06-23,https://www.i-conconstructioncorp.com
Atlantic Exteriors,Warwick,Rhode Island,USA," 274 Woonasquatucket Ave, North Providence, RI 02911", (401) 934-0700,4.8,,41.5573165,-71.4979145,metal roof repair near me,2026-06-23,https://atlanticexteriorsri.com
Elite Roof and Solar - Columbia,Columbia,South Carolina,USA," 1201 Main St #1980, Columbia, SC 29201", (803) 970-6869,5,,34.046415,-81.0338345,roof repair near me,2026-06-23,https://eliteroofandsolar.com
"L.A. Roofing, LLC",Columbia,South Carolina,USA," 1 Windsor Cove #107, Columbia, SC 29223", (844) 505-7663,4.9,,34.0243276,-81.0273044,metal roof repair near me,2026-06-23,http://www.laroofingllc.com
Modern Roofing,Columbia,South Carolina,USA," 6291 St Andrews Rd, Columbia, SC 29212", (803) 839-0355,4.9,,34.0606768,-81.3168737,roofing repair companies near me,2026-06-23,http://modernroofingusa.com
Prince Roofing & Construction,Charleston,South Carolina,USA," 1306 State Rd S-8-449, Summerville, SC 29486", (843) 771-0430,4.9,,32.5125304,-80.6891702,roof repair near me,2026-06-23,https://www.princeroofingandconstruction.com
843 Roof LLC,Charleston,South Carolina,USA," 460 King St Ste 200 Unit 10, Charleston, SC 29403", (843) 900-7663,5,,32.9576492,-79.9604727,leaking roof repair near me,2026-06-23,http://www.843roof.com
5 Stars Roofing,North Charleston,South Carolina,USA," 2157 Rich St Ste 501, North Charleston, SC 29406", (843) 300-8400,4.8,,32.9576492,-79.9604727,roof repair near me,2026-06-23,http://5starsroofing.com
Patriot Roofing,North Charleston,South Carolina,USA," 3125 Ashley Phosphate Rd #125, North Charleston, SC 29418", (843) 350-2975,4.9,,32.9576492,-79.9604727,roofing repair near me,2026-06-23,http://www.patriotroofingsc.com
Big Bear Roofing,North Charleston,South Carolina,USA," 4500 Leeds Ave Suite 200 W, North Charleston, SC 29405", (843) 819-7650,4.8,,32.8459485,-80.6343936,roof leak repair near me,2026-06-23,https://www.bigbearrfg.com
Charleston Roofs + Windows,North Charleston,South Carolina,USA," 5900 Core Rd Ste 402, North Charleston, SC 29406", (843) 350-6250,4.9,,32.9005334,-80.6327194,commercial roof repair near me,2026-06-23,https://charlestonroofsandwindows.com
Southline Roofing & Exteriors,North Charleston,South Carolina,USA," 7333 Peppermill Pkwy, North Charleston, SC 29418", (843) 471-2625,4.9,,32.9227117,-80.6869452,metal roof repair near me,2026-06-23,https://www.southlineroofing.com
Southline Roofing & Exteriors,Mount Pleasant,South Carolina,USA," 3015 Dunes W Blvd Ste 505, Mt Pleasant, SC 29466", (843) 471-2625,4.9,,32.5608679,-80.4469965,roof repair near me,2026-06-23,https://www.southlineroofing.com
Southeastern Roofing & Exteriors,Mount Pleasant,South Carolina,USA," 1128 Fulton Hall Ln, Mt Pleasant, SC 29466", (843) 890-8833,5,,32.9108469,-79.8377154,emergency roof repair near me,2026-06-23,https://www.southeasternroofingsc.com
Willow Ash Roofing,Mount Pleasant,South Carolina,USA," 1514 Mathis Ferry Rd, Mt Pleasant, SC 29464", (843) 326-0081,4.9,,32.9108469,-79.8377154,roof leak repair near me,2026-06-23,https://willowashroofing.com
Roofing USA,Mount Pleasant,South Carolina,USA," 349 W Coleman Blvd STE #202, Mt Pleasant, SC 29464", (843) 417-0607,4.7,,32.5125304,-80.4469965,commercial roof repair near me,2026-06-23,https://roofingusa.com
Zeigler Metal Roofing and Shingles,Mount Pleasant,South Carolina,USA," 2109 Oyster Reef Ln, Mt Pleasant, SC 29466", (843) 212-7013,5,,32.9108469,-79.8377154,metal roof repair near me,2026-06-23,https://www.zeiglermetalroofingandshingles.com
Modern Roofing,Rock Hill,South Carolina,USA," 371 E Main St, Rock Hill, SC 29730", (803) 902-3934,4.8,,34.1287102,-81.1159224,roof repair near me,2026-06-23,http://modernroofingusa.com
Ben Ross Roofing,Rock Hill,South Carolina,USA," 117 Hampton St, Rock Hill, SC 29730", (803) 327-7677,4.9,,34.1287102,-81.1159224,roof leak repair near me,2026-06-23,https://benrossroofing.com
CentiMark Corporation,Rock Hill,South Carolina,USA," 6021 Airport Dr Suite 100, Charlotte, NC 28208", (704) 916-1340,4.6,,35.021176,-81.0882374,commercial roof repair near me,2026-06-23,https://www.centimark.com
Major League Construction,Sioux Falls,South Dakota,USA," 8005 S Pinewood Ave, Sioux Falls, SD 57108", (605) 961-8496,,,43.472172,-96.8926413,roof repair near me,2026-06-23,https://mlcbuilds.com
Built Right Roofing and Construction,Rapid City,South Dakota,USA," 2310 N Maple Ave, Rapid City, SD 57701", (605) 484-1938,5,,44.0965624,-103.2087997,roof repair near me,2026-06-23,https://builtrightroofs.com
Black Hills Exteriors,Rapid City,South Dakota,USA," 2515 E Saint Patrick St Ste 101, Rapid City, SD 57703", (605) 716-7663,4.9,,44.132332,-103.2899015,roofing repair near me,2026-06-23,https://www.bhexteriors.com
RainTite Roofing & Construction,Rapid City,South Dakota,USA," 1719 W Main St, Rapid City, SD 57702", (605) 381-2277,4.8,,44.132332,-103.2899015,emergency roof repair near me,2026-06-23,https://roofingrapidcity.com
All Over Roofing,Aberdeen,South Dakota,USA," 1003 6th Ave SE, Aberdeen, SD 57401", (605) 220-7037,4.8,,45.2858195,-98.468074,roof repair near me,2026-06-23,https://www.alloverroofing.com
Radiant Roofing & Siding,Aberdeen,South Dakota,USA," 1205 6th Ave SW Ste 2, Aberdeen, SD 57401", (605) 203-1805,5,,45.2858195,-98.468074,roofing repair near me,2026-06-23,https://www.radiantroofingsiding.com
True Quality Construction,Brookings,South Dakota,USA," 504 Front St Suite C, Brookings, SD 57006", (605) 691-3795,4.9,,44.879956,-96.7708464,roof repair near me,2026-06-23,http://truequalityco.com
Brookings Roofing,Brookings,South Dakota,USA," 505 1st St S, Brookings, SD 57006", (605) 692-6800,4.9,,44.3573211,-96.8032822,roof leak repair near me,2026-06-23,http://www.brookings-roofing.com
Skywalker Roofing,Brookings,South Dakota,USA," 709 Sun Valley St, Brookings, SD 57006", (605) 215-1248,5,,44.879956,-96.7708464,flat roof repair near me,2026-06-23,http://skywalkerroofingsd.com
Radiant Roofing & Siding,Watertown,South Dakota,USA," 420 4th St NE Ste 151, Watertown, SD 57201", (605) 203-1805,5,,44.9067591,-101.9842718,roof repair near me,2026-06-23,https://radiantroofingsiding.com
Pro-Tec Roofing Inc,Watertown,South Dakota,USA," 520 11th Ave SE, Watertown, SD 57201", (605) 882-4060,4.4,,44.8870584,-101.985898,emergency roof repair near me,2026-06-23,http://www.protecroofingsd.com
Henry & Sons Roof Repair,Nashville,Tennessee,USA," 1704 West End Ave, Nashville, TN 37203", (629) 500-2434,4.9,,36.1547093,-86.7507846,roof repair near me,2026-06-23,https://henryroofrepair.homes
Music City Roofers,Nashville,Tennessee,USA," 2617 Grissom Dr, Nashville, TN 37204", (615) 900-4000,4.7,,36.0786734,-86.7604574,emergency roof repair near me,2026-06-23,https://www.musiccityroofers.com
Mr. Roof Nashville,Nashville,Tennessee,USA," 200 River Hills Dr, Nashville, TN 37210", (615) 208-3245,4.7,,36.1776499,-86.7528143,commercial roof repair near me,2026-06-23,https://www.mrroof.com
The Metal Roofers,Nashville,Tennessee,USA," 935 E Trinity Ln #3, Nashville, TN 37207", (615) 649-5002,4.9,,36.1547093,-86.7568581,metal roof repair near me,2026-06-23,https://www.themetalroofers.com
Don Kennedy,Nashville,Tennessee,USA," 815 Fesslers Ln, Nashville, TN 37210", (629) 276-3360,4.8,,36.1547093,-86.7507846,roofing repair companies near me,2026-06-23,http://donkennedyroofing.com
Wells Roofing and Remodeling,Memphis,Tennessee,USA," 5118 Park Ave suite 114, Memphis, TN 38117", (901) 482-2546,5,,35.1540948,-89.9124679,roof repair near me,2026-06-23,https://wellsroofingandremodeling.com
JT Home Repair and Remodeling,Knoxville,Tennessee,USA," 607 Red Bud Ln, Oliver Springs, TN 37840", (865) 228-9167,3,2,36.029924,-84.9174922,roof repair near me,2026-06-23,https://www.jthomerepair.com
Daniel Hood Roofing,Knoxville,Tennessee,USA," 1924 Laurans Ave, Knoxville, TN 37915", (865) 851-5002,4.8,,35.982374,-83.948455,emergency roof repair near me,2026-06-23,https://danielhoodroofingsystems.com
Litespeed Construction - Knoxville Roofing Contractor,Knoxville,Tennessee,USA," 1532 Washington Ave, Knoxville, TN 37917", (865) 297-3286,4.9,,35.984099,-84.5209912,commercial roof repair near me,2026-06-23,https://litespeedconstruction.com
"FLOW Roofing, LLC",Knoxville,Tennessee,USA," 6233 Strawberry Plains Pike, Knoxville, TN 37914", (865) 910-5530,5,,35.982374,-83.948455,leaking roof repair near me,2026-06-23,https://flowroofing.com
"Best Roofing, Cleveland, TN",Chattanooga,Tennessee,USA," 100 Lyles Rd SE, Cleveland, TN 37323", (423) 464-5697,5,,35.056725,-85.247914,roof repair near me,2026-06-23,https://bestroofing.biz
The Clarksville Roof Guys,Clarksville,Tennessee,USA," 919 Tiny Town Rd, Clarksville, TN 37042", (931) 603-1029,5,,36.3293544,-87.3461009,roof repair near me,2026-06-23,https://theroofguystn.com
Houston Roofing & Construction,Houston,Texas,USA," 11330 West Rd, Houston, TX 77065", (832) 237-3737,4.9,,29.6975606,-95.487679,roof repair near me,2026-06-23,http://www.houstonroofingonline.com
Tims Emergency,Houston,Texas,USA," 1315 Shepherd Dr, Houston, TX 77008", (346) 440-3252,4.8,,29.6975606,-95.487679,emergency roof repair near me,2026-06-23,https://tims-emergency-roofing-houston.ueniweb.com
Texas Roofing & Leak Repair,Houston,Texas,USA," 25145 Star Ln #1102, Katy, TX 77494", (832) 947-3783,4.9,,29.775326,-98.2430988,roof leak repair near me,2026-06-23,https://texasroofingandleakrepair.com
NanoTech Materials,Houston,Texas,USA," 21401 Park Row Blvd Suite 360, Katy, TX 77449", (888) 296-6266,3.4,5,29.791377,-98.1884728,commercial roof repair near me,2026-06-23,https://nanotechmaterials.com
"Precision Roof Crafters, Inc.",Houston,Texas,USA," 3919 Jeanetta St, Houston, TX 77063", (713) 799-8555,4.9,,29.6975606,-95.487679,flat roof repair near me,2026-06-23,https://precisionroofcrafters.com
Amstill Roofing,Houston,Texas,USA," 14125 Memorial Dr, Houston, TX 77079", (281) 612-8747,4.9,,29.769775,-96.2020895,roof repair companies near me,2026-06-23,https://amstillroofing.com
Roof Repair Solutions,Houston,Texas,USA,Houston TX, (713) 202-0890,5,,29.6975606,-95.487679,leaking roof repair near me,2026-06-23,https://www.roofrepairsolutions.net
Rhino Roofers: San Antonio Roofing Company,San Antonio,Texas,USA," 4949 N Loop 1604 W Ste 250, San Antonio, TX 78249", (210) 756-2834,4.9,,29.5939582,-99.1931401,roof repair near me,2026-06-23,https://rhinoroofers.com
HG Roof Repair,San Antonio,Texas,USA,"345 North San Gabriel Ave, San Antonio, TX, United States, 78237", (210) 396-0922,4.7,,29.5375709,-98.3276991,emergency roof repair near me,2026-06-23,https://hugoroofer8888.wixsite.com
San Antonio Commercial Roofing,San Antonio,Texas,USA," 4040 Broadway Suite 240-318, San Antonio, TX 78209", (210) 942-7487,5,,29.4630572,-99.0743708,commercial roof repair near me,2026-06-23,https://sanantoniocommercialroofingtx.com
Simon Roofing,San Antonio,Texas,USA," 2390 Austin Hwy, San Antonio, TX 78218",,5,6,29.437574,-98.4651761,metal roof repair near me,2026-06-23,https://simonroofing.com
The Home Depot,Dallas,Texas,USA," 6110 Lemmon Ave, Dallas, TX 75209", (214) 654-9939,4.2,,32.7210486,-96.8242565,roof repair near me,2026-06-23,https://www.homedepot.com
PK Floors Plus Design & Remodel,Dallas,Texas,USA," 2845 Ridge Rd #207, Rockwall, TX 75032", (469) 960-3768,4.9,,32.7210486,-96.8242565,emergency roof repair near me,2026-06-23,https://pkfloors.com
Turnbow Construction,Dallas,Texas,USA," 1035 S Cedar Hill Rd, Cedar Hill, TX 75104", (214) 204-7668,4.8,,32.571446,-97.1121653,commercial roof repair near me,2026-06-23,https://www.turnbowconstruction.com
Patriot Fence & Roofing Co.,Austin,Texas,USA," 11617 Menchaca Rd, Austin, TX 78748", (512) 300-1000,4.7,,30.3301053,-97.7866282,roof repair near me,2026-06-23,https://choosepatriot.com
Skywall Construction,Austin,Texas,USA," 8101 Cameron Rd #206, Austin, TX 78754", (512) 798-2222,5,,30.3301053,-97.7866282,roofing repair near me,2026-06-23,https://skywallconstruction.com
The Home Depot,Fort Worth,Texas,USA," 7100 N Fwy, Fort Worth, TX 76137", (817) 232-8100,4.2,,32.7409415,-97.45707,roof repair near me,2026-06-23,https://www.homedepot.com
The Home Depot,Fort Worth,Texas,USA," 9509 White Settlement Rd, White Settlement, TX 76108", (817) 367-7115,4.3,,32.7409415,-97.45707,roofing repair near me,2026-06-23,https://www.homedepot.com
Texas Best Roof Repair,Fort Worth,Texas,USA," 2336 Gravel Dr #652, Fort Worth, TX 76118", (817) 383-8845,4.8,,32.819848,-97.348142,emergency roof repair near me,2026-06-23,https://fixmyroofdfw.com
W. R. Meadows of Texas,Fort Worth,Texas,USA," 2555 NE 33rd St, Fort Worth, TX 76111", (817) 834-1969,4.4,,32.824653,-97.3477728,commercial roof repair near me,2026-06-23,https://www.wrmeadows.com
Smith & Ramirez Roofing,El Paso,Texas,USA," 1719 Wyoming Ave, El Paso, TX 79902", (915) 226-0714,4.7,,31.7729987,-106.7794278,roof repair near me,2026-06-23,https://www.smithandramirezroofing.com
AAAA Contractors and Roofing,El Paso,Texas,USA," 1634 Leroy Bonse Dr, El Paso, TX 79936", (915) 852-3104,4.8,,31.8120519,-106.4080434,roofing repair near me,2026-06-23,https://aaaacontractors.com
The Home Depot,Arlington,Texas,USA," 201 W Road to Six Flags St, Arlington, TX 76011", (817) 459-4300,4.2,,32.6945876,-97.1293733,roof repair near me,2026-06-23,https://www.homedepot.com
"Roof Experts, LLC",Arlington,Texas,USA," 4275 Little Rd #202, Arlington, TX 76016", (817) 754-9484,5,,32.6792627,-97.4993651,emergency roof repair near me,2026-06-23,https://roofexpertsllc.com
Simon Roofing,Arlington,Texas,USA," 7600 McCart Ave, Fort Worth, TX 76133", (866) 641-7663,5,42,32.7064516,-97.1625969,metal roof repair near me,2026-06-23,https://simonroofing.com
Texas State Roofing Company,Corpus Christi,Texas,USA," 901 S Staples St, Corpus Christi, TX 78404", (361) 884-7663,4.7,,28.5975576,-97.8881258,roof repair near me,2026-06-23,https://texasstateroofing.com
Bayfront Roofing and Construction,Corpus Christi,Texas,USA," 4646 Corona Dr Ste 167 C, Corpus Christi, TX 78411", (361) 800-5991,4.9,,28.5975576,-97.8881258,emergency roof repair near me,2026-06-23,https://bayfrontroofing.com
"South Texas Metal Roofing, Inc.",Corpus Christi,Texas,USA," 2217 Flour Bluff Dr, Corpus Christi, TX 78418", (361) 937-4600,4.8,,27.8296791,-97.3514336,metal roof repair near me,2026-06-23,http://www.stxmetalroofing.net
Ohh Hail Contractors,Plano,Texas,USA," 550 S Watters Rd Ste. 290, Allen, TX 75013", (972) 567-5766,4.8,,33.0395911,-96.7392521,roof repair near me,2026-06-23,https://ohhhail.com
The Home Depot,Plano,Texas,USA," 909 W McDermott Dr, Allen, TX 75013", (972) 359-0336,4.3,,33.0395547,-96.7392521,roofing repair near me,2026-06-23,https://www.homedepot.com
Roof-Tech,Lubbock,Texas,USA," 2732 82nd St B, Lubbock, TX 79423", (806) 853-5199,4.9,,33.5385065,-101.8921065,roof repair near me,2026-06-23,https://gorooftech.com
West Texas Commercial Roofing,Lubbock,Texas,USA," 3802 M.L.K. Jr Blvd, Lubbock, TX 79404", (806) 416-7663,4.9,,33.5513168,-101.8968056,commercial roof repair near me,2026-06-23,https://westtexascommercialroofing.com
Hartman Roofing Lubbock,Lubbock,Texas,USA," 2108 109th St, Lubbock, TX 79423", (806) 615-0061,4.8,,33.5389764,-101.8968056,roof repair companies near me,2026-06-23,http://hartmanroofinglubbock.com
SERVPRO of NE Salt Lake City/Park City,Salt Lake City,Utah,USA," 2212 S W Temple St Unit 50, South Salt Lake, UT 84115", (801) 435-9813,5,,40.924022,-111.956948,roof repair near me,2026-06-23,https://www.servpro.com
Heaton Bros. Roofing,Salt Lake City,Utah,USA," 3480 S 500 W, Salt Lake City, UT 84115", (801) 261-4003,4.7,,40.7110843,-111.8924241,commercial roof repair near me,2026-06-23,https://heatonroof.com
West Desert Roofing,Provo,Utah,USA," 777 Automall Dr #111, American Fork, UT 84003", (385) 505-4031,5,,40.361056,-112.3998492,roof repair near me,2026-06-23,https://www.westdesertroofing.com
Liberty Roofing of Utah,Provo,Utah,USA," 761 N 1890 W, Provo, UT 84601", (801) 377-7720,4.7,,40.244205,-112.9100874,leaking roof repair near me,2026-06-23,https://libertyroofingutah.com
Elite Commercial Roofing LLC,West Jordan,Utah,USA," 4196 Farm Rd, West Jordan, UT 84088", (385) 273-5295,5,,40.6614243,-111.978622,commercial roof repair near me,2026-06-23,https://elitecommercialroof.com
A1 Roofing Utah,Orem,Utah,USA," 415 W 1200 N St Ste A, Orem, UT 84057", (801) 471-2055,4.9,,40.3189076,-111.8584959,roof repair near me,2026-06-23,https://a1roofingutah.com
All Star Roofing LLC,Orem,Utah,USA," 321 w 1185 n, Orem, UT 84057", (801) 381-0727,4.9,,39.4997635,-112.4552659,metal roof repair near me,2026-06-23,https://www.allstarroofpros.com
CG Family Construction | Roofing Division,Burlington,Vermont,USA," 83 Faith St, Burlington, VT 05408", (802) 355-4525,4.9,,44.5170678,-75.6821374,roof repair near me,2026-06-23,https://cgfamilyroofing.com
Vermont Construction Company Roofing Division,Burlington,Vermont,USA," 366 Troy Ave, Colchester, VT 05446", (802) 392-0162,4.6,,44.5074881,-73.7594861,commercial roof repair near me,2026-06-23,https://vtroofing.com
J.White Contracting,South Burlington,Vermont,USA," 150 Dorset St Apt 142, South Burlington, VT 05403", (802) 373-4470,4.5,,44.465382,-75.6191868,roof repair near me,2026-06-23,http://jwhitecontracting.org
Jim Mailhiot Roofing,Rutland,Vermont,USA," 162 Granger St, Rutland, VT 05701", (802) 342-0616,4.9,,43.9824414,-73.0941459,roof repair near me,2026-06-23,https://jimmailhiotroofing.com
Roofing Vermont LLC,Barre,Vermont,USA," 266 Richardson Rd, Barre, VT 05641", (802) 917-6103,4.9,,44.3319286,-72.909197,roof repair near me,2026-06-23,http://www.roofvermont.com
United Roofing Corporation,Virginia Beach,Virginia,USA," 1393 London Bridge Rd STE 101, Virginia Beach, VA 23453", (757) 302-1689,4.7,,36.8329822,-76.082733,roof repair near me,2026-06-23,https://www.unitedroofingcorp.net
Simon Roofing,Virginia Beach,Virginia,USA," 5680 Lowery Rd, Norfolk, VA 23502", (866) 641-7663,4.5,2,36.8329822,-76.082733,metal roof repair near me,2026-06-23,https://simonroofing.com
Jacob's Ladder,Richmond,Virginia,USA," 8907 Three Chopt Rd, Richmond, VA 23229", (804) 597-0215,4.9,,37.604569,-78.1700872,roof repair near me,2026-06-23,https://www.jacobsladder.com
Retex Roofing & Exteriors,Richmond,Virginia,USA," 7608 Hull Street Rd, Richmond, VA 23235", (804) 442-3314,4.9,,37.4681336,-78.1435946,commercial roof repair near me,2026-06-23,https://retexroofing.com
Porter Family Roofers LLC,Richmond,Virginia,USA," 18 S Thompson St, Richmond, VA 23221", (804) 492-2666,4.9,,37.5568718,-78.0987816,flat roof repair near me,2026-06-23,https://porterroofers.site
Simon Roofing,Richmond,Virginia,USA," 1601 Willow Lawn Dr Suite 304, Richmond, VA 23230", (804) 904-2364,5,21,38.0034319,-79.4209151,metal roof repair near me,2026-06-23,https://simonroofing.com
ARW Contracting Inc.,Richmond,Virginia,USA," 13201 Old Stage Rd, Chester, VA 23836", (804) 706-9646,4.6,,37.5517131,-77.26925,roofing repair companies near me,2026-06-23,https://www.arwcontractinginc1.com
Wholesale Roofers,Newport News,Virginia,USA," 732 Thimble Shoals Blvd Ste. 302A-900, Newport News, VA 23606", (757) 271-3803,5,,37.0862325,-76.5115645,roof repair near me,2026-06-23,https://www.wholesaleroofersva.com
Martin & Sons Roofing,Newport News,Virginia,USA," 12551 Jefferson Ave, Newport News, VA 23602", (757) 500-5100,4.9,,37.0862325,-76.5115645,roofing repair near me,2026-06-23,https://martinandsonsroofingllc.com
VA Commercial Roofers,Newport News,Virginia,USA," 513 Oyster Point Rd #4, Newport News, VA 23602", (757) 529-3147,4.9,,37.108529,-76.656726,commercial roof repair near me,2026-06-23,https://www.vacommercialroofers.com
Wagner Roofing Company,Alexandria,Virginia,USA," 5328 46th Ave, Hyattsville, MD 20781", (301) 927-9030,3.9,,38.7756667,-77.1062139,roof repair near me,2026-06-23,https://jacksroofing.com
Wagner Roofing Company,Alexandria,Virginia,USA,"5328 46th Ave, Hyattsville, MD 20781, United States", (301) 927-9030,3.9,,38.7756667,-77.1062139,roofing repair companies near me,2026-06-23,https://jacksroofing.com
Maritime Roofing and Construction,Seattle,Washington,USA," 10856 Des Moines Memorial Dr S, Seattle, WA 98168", (206) 384-4199,4.4,,47.504947,-122.6083246,roof repair near me,2026-06-23,https://business.google.com
Urbizo Roofing - Mukilteo Roofing Experts Serving the Greater Seattle Area,Seattle,Washington,USA," 12515 Evergreen Dr, Mukilteo, WA 98275", (425) 791-6229,4.4,,47.884514,-122.5892126,emergency roof repair near me,2026-06-23,https://urbizoroofing.com
Rainier Roofing Company,Seattle,Washington,USA," 2104 S Plum St, Seattle, WA 98144", (206) 347-8191,4.8,,47.5645404,-122.2829739,commercial roof repair near me,2026-06-23,https://www.rainierroofingcompany.com
"Roof Maxx of Spokane, WA",Spokane,Washington,USA," 6722 N Pittsburg St, Spokane, WA 99217", (509) 505-3868,4.9,,47.7191912,-117.5365901,roof repair near me,2026-06-23,https://roofmaxx.com
Alpine Roofing Spokane,Spokane,Washington,USA," 1009 N Washington St Ste d, Spokane, WA 99201", (509) 581-4244,4.8,,47.6667915,-117.5700558,roofing repair near me,2026-06-23,https://alpineroofingpro.com
